book_id,Estimate_Score
258,4.08669443625745
268,3.1912270093811643
5556,3.1640529900237437
3638,3.517872844490251
1796,3.2283429007600706
867,4.013920486164534
47,4.3280838574330955
2738,3.402138766938058
397,3.597019933369493
658,3.3287619292892887
372,3.718653137221132
943,3.7098209408759852
1923,3.369136771983583
122,2.695294824516937
212,3.448559379518891
1642,3.732246417937855
317,3.7747684925274667
9,3.4179341486133037
60,3.43253768348513
494,3.767438903503272
238,3.0036309785762603
570,3.632083654300029
795,3.573507708145065
2193,3.092435654487326
3417,3.4226875426944536
4139,3.42025945357094
1055,3.380766479723188
119,3.572830162961798
4815,3.83740987474771
1221,3.094364821836061
1986,3.2425124424343466
963,3.3690939068810257
1388,3.2225654669904724
7868,3.6221648822791446
1407,3.125574735010067
227,3.4007759719408863
213,2.9691470828339632
587,3.336068931549355
664,3.5730554988184715
407,3.8921550492198205
76,4.096909834926816
171,3.9054564454497167
2559,3.4384257556107394
522,3.6507371055750206
408,3.4395578127957145
516,3.9322568600757135
6944,3.860160519424801
574,3.700499258261532
3560,3.442406140853599
233,3.110166480933782
3703,3.323589779991372
2079,3.761717276579374
1853,3.1939223992320387
9606,3.9130798311009842
7277,3.4735870639235364
115,3.5758516160944893
572,3.50946622225642
3566,3.884938281523702
2584,3.6815556968615915
557,3.5005151288490683
1102,3.679690464819491
3551,3.4812694999425045
2615,3.509298495015009
4054,4.306653351652688
662,4.01906853592812
2770,3.9165534084766853
9287,3.3175139718408957
1544,3.533201189316173
3219,3.014233523330948
405,3.6489236952065607
3068,3.3838648566063725
3202,3.7691615542998695
7538,3.9827449284937235
7254,4.661681136537419
284,2.972157467389787
8329,3.5048558620636054
378,3.986556738853143
323,3.331496929958276
1144,3.4022398713808806
1752,3.780706983609747
860,3.9873696823944256
2188,3.849192760099524
1031,3.7008247545495014
2304,3.6060305475982606
7770,3.6197131795017565
2142,3.7333091338484983
4149,3.872319435267502
948,3.686484740497258
1936,3.521270340995049
2586,4.109541805817051
1970,3.534212013461503
483,3.425973203562712
1329,3.727322980141266
7409,4.132757683633031
289,3.71426728401002
7638,3.797336101870221
442,3.439581823046023
1142,3.6870059824702714
3425,3.618846587833344
176,3.3580071350790606
349,3.4246859435031602
232,3.4099425974132185
1589,3.3237345714362077
1900,3.3499317195805682
670,3.656465366682107
1498,3.261931282562162
739,4.165693182224167
488,4.037830101654383
865,3.5154540933088794
1987,3.755622463591703
2352,3.245787326213217
168,3.9155347609469078
3314,3.435491444401252
2673,3.3440651873826073
1236,2.9032182561653284
4810,3.593974933468795
130,3.570995624767368
148,3.467852858078694
136,3.2143451800839378
78,2.9739580775973136
1639,3.644000986322881
186,3.658097788434571
2320,3.694334243584319
450,3.6201504168830705
2298,4.007610832139983
3504,3.5077948525165668
741,2.804443476308582
550,3.897640564586337
2357,3.729430279261515
758,3.756601236500539
9624,3.8652948894513752
150,3.902571522267672
66,4.135844684372738
2302,2.4483611055772734
1272,3.6062613242962254
2621,3.708303854755239
848,3.691726639278128
3979,3.2102252817490182
236,3.597753510173048
142,4.0746286883661655
306,3.2694799696232257
4317,2.8289818546461802
2192,3.0989818587116824
114,3.699085531598457
132,3.2414326409903502
6417,3.5904201212447644
576,3.8144022911631237
431,3.2823874221219387
4682,3.758659149940194
1217,3.4386657949960897
606,3.5790622792205298
416,4.0335969999905625
1383,3.9943447816438407
179,3.857734994476389
75,3.346094271086647
3997,3.3243205942532623
4095,3.063379069883007
1131,3.435709414748258
9934,3.90450823636771
690,3.1355936943809124
1184,3.366305247038028
3123,3.7923370039000437
1312,3.272754961789559
659,3.506674446079523
63,4.002300262158456
687,3.8262197389815156
598,3.8704742479267717
3278,3.6933537360751014
3298,3.8615920317230357
1018,4.005254042369451
2669,3.6618205111986684
1246,3.824362253689511
2299,4.131654906674532
2382,3.907121929637708
6578,3.420404599654369
7316,3.672391388149999
8512,3.208909438133418
8214,3.7222914740996655
2426,3.375093825257371
633,3.4209667710790312
743,4.155027247750618
1153,3.8514410572802316
2034,3.522467093089762
2923,3.2979979169996634
3036,3.3401162690543886
4979,3.2205414884732217
4031,3.48658916904315
3883,3.376473797726567
39,3.9844770886027177
165,3.5247441501394965
135,4.115283161949355
110,3.9729194435394053
1299,3.4758503872226805
4316,3.4740798751967676
3428,3.3284515445912004
4455,3.49476146653939
360,3.5780288281634816
496,3.4883808201223023
2406,3.534292662452843
2047,3.314644074326227
2965,3.385125308143087
806,3.8235343436133657
1053,3.624426766721866
612,3.8579182767429034
936,3.7693250502822533
1261,3.657229481800093
725,3.7944620478400855
915,3.2571525604128264
7522,3.5170326356352155
2873,3.6327793676094697
499,3.140872868860753
2051,3.5889373148690997
1868,3.91624406525796
2015,2.6886838475664336
994,3.93023833086964
1656,4.124997282006055
5658,4.237030738474251
7667,3.4469886710147324
272,3.3811066141451747
271,3.804695022892726
2601,3.2077605434353615
5100,3.7760276503218724
5563,3.6244834184389405
1843,2.896550099284931
913,3.8377552515108393
217,3.7560679172286777
3310,4.0433092802462784
883,3.4187088301354276
3141,3.1210329941000055
7462,3.545519366056598
228,2.898860409685668
653,3.2953418944260195
1806,3.725785661210172
1741,3.6683013376042752
520,3.427284527766084
672,3.850997822254968
1410,3.876490546285901
2235,3.638933697085271
7991,3.3996943289660524
3229,3.4667073930420313
5858,3.7683235283986916
9469,3.539381145925627
8215,3.706977337911636
7208,3.6701686900665886
7619,3.76533311117599
5041,3.433687979045668
6684,3.536632699863263
671,3.6838219991204753
5665,3.650371846717215
6512,3.6719617219903316
5505,3.7970321580344986
4240,3.652995660461532
9116,3.7418227093751932
9494,3.660475787566836
7748,3.7208959634507752
5115,3.99969125577357
7681,3.5708765557175024
5861,3.676240104507656
8868,3.5340098136840976
6078,3.8639187669793986
43,4.172850055453457
6501,3.902920461221864
6211,3.313821609570492
7607,3.8693854438925155
7006,3.949721863498404
8156,3.609874098023978
6087,3.5673929456509765
3752,3.6869002920959835
6212,3.7380031395176236
1058,3.8179219817113452
4728,3.6758379190524066
57,3.582754152032294
273,3.727828848241143
1041,3.7033030608983126
701,3.3030606015982147
161,4.1170793396306635
180,3.450344961252905
155,4.104832452348416
2041,3.059058337722488
953,3.756279303184662
305,3.220339692121551
556,3.02682992077943
199,3.628132010659947
59,4.320027633422771
857,4.038906655373766
160,3.5649891061556103
530,3.94666691152862
125,3.8569535619450064
138,3.3711806181045576
531,3.1949130647025052
733,3.377220480675508
1714,3.779787784681695
118,3.6636370415416097
2136,2.6464648383017426
471,3.6303850748695017
5024,3.725035856843919
8692,3.369534133754319
6808,3.869076651159089
3933,3.365908343669432
820,3.666073086739205
380,3.625872888737361
851,2.894165683742002
611,3.3644886985423534
270,3.951481492393837
3761,3.8851030024234356
7715,3.770298416959718
80,4.0711266447956325
709,3.718490797793374
730,3.2533822300101467
1161,3.5954219984993014
178,3.6196970232206365
177,3.7260596507690162
614,3.236330380449646
6128,3.5652542601359665
427,4.039894860566481
829,3.8555848658170957
1949,3.55646662120241
2403,3.8243777717014042
1571,2.599563540081471
2097,3.63615969787989
1421,3.059643772688067
3476,2.970296213139363
9083,3.304456594201504
646,3.2736284984353565
173,3.439444852867967
5210,3.9840460683740844
2259,3.169702994208141
2798,4.157669471318303
6634,3.956940850619613
3808,4.0333273801633585
4942,3.3951924270282263
71,3.486306326421573
5238,3.3229334683848473
618,3.937688904229448
5508,4.140348715111535
4707,3.6048000022578455
3457,4.02323789993363
2903,3.9507362598890325
5283,3.889286230095113
7416,3.069098203604589
1373,3.8467959361734385
872,3.53799558678624
1113,3.4105618073289277
621,3.9813099982833142
999,4.049736971609695
3254,3.153972213034778
6777,3.461050980698103
109,4.168418685470443
7379,3.545597051161946
9854,3.173293565362402
4068,3.914360921683258
599,3.6514395364484042
108,2.9053086590261206
955,3.3376092411885954
1063,3.4210654566025056
1436,3.2924097964141947
498,3.7219178399098816
311,3.8872491824151005
8519,3.6201409468063264
925,3.406325791277778
4606,3.7875578377229435
669,3.9397940225980728
6604,3.7581161977921744
4842,3.2958202897072675
828,4.150454613202767
2451,4.049118643907534
4067,3.6467550827786543
64,3.3771029654963325
1159,3.612362219831518
2679,3.519641501051228
315,3.230299148446983
7651,3.710631189321547
92,3.7103719153129875
958,4.326332329714431
172,3.616022385804555
590,3.932430163984204
2013,3.3929884355371733
1096,3.8154559694906474
4009,2.2042912689728205
310,3.0169128761040844
1269,3.801428263615164
7806,4.248897577012226
1705,3.9317630306565565
211,3.956685485463216
969,3.8158007128814075
8084,3.7012749105524785
1683,3.959557033077778
2698,3.6079019875870166
7495,3.768285375121
714,3.642958980608046
2023,3.7312990168914184
6283,3.362162191331336
38,3.5051830725879687
4602,3.5130777754213223
194,3.0872999192836517
7266,3.9868240682675418
2809,3.109724480647509
1133,3.572982065844847
3451,3.959858447004628
282,3.66957253021276
8857,3.954984897188309
1938,3.3796628795068617
2741,4.043790414404025
2620,3.9762258934705565
8998,3.906142290535695
7103,4.050552499397399
8192,3.433340201889721
8805,3.937387504255398
196,3.641906238848926
2860,3.9245903353297966
1553,3.5691365075499513
5609,3.5848907522764693
5295,3.5095635042522693
3608,3.2946092482768363
4656,3.3654050118709864
3832,3.1389501218808866
167,3.3814614922462454
