book_id,Estimate_Score
70,3.629556001383695
388,3.231858661941418
964,4.163777681083294
103,4.037852835906967
255,3.0571694161533127
35,2.8820416743431654
287,3.5922087555934197
337,3.7959057964800005
84,3.1144307159017703
58,3.833130920042788
1117,2.43324299121403
660,2.5360296390658545
111,2.7120094477504595
413,3.71315840501752
8,4.031148035383693
2172,3.7919542753471855
65,3.904318127044626
297,3.8349468316971262
113,3.7989318278586706
1237,3.10249785467633
145,2.2693196916942755
36,3.6600474726737393
102,4.371801360210433
222,3.121268294745524
200,3.5174860659665037
640,2.3767896923227463
693,2.850474067484217
575,2.893832748489437
268,3.3785665835110708
5556,3.1740312475477994
3638,3.6858344556933536
1796,3.667751448921234
867,3.517665644527377
47,3.944464642545572
2738,3.6613035307852226
1296,2.753202965355595
50,4.172457292310987
87,4.048420777410957
86,2.8990996192740663
123,2.88767182071844
32,4.103138819072041
42,3.5533403726340063
249,3.8366957621742213
158,3.994903641478033
373,3.8978464242079407
184,3.9372104423914753
495,3.23029544822921
350,3.596668033908558
492,3.5929411432218092
219,3.6811402217933553
288,2.91686818075421
245,3.66524944286957
301,3.6642550142143415
782,3.9195821219650595
426,3.9677170339207657
2559,3.7034310104920447
522,3.5065374883002565
408,3.80221771233927
516,3.664662152350477
6944,3.67941414538241
574,4.201524491232412
3560,3.255632270514154
233,4.146443364478681
3703,3.4853210952080187
2079,3.464692134094328
1853,3.4140156230951226
9606,3.734399416495125
7277,3.494861356639623
3566,3.6874461678853265
2584,3.696050377954421
557,3.318354191908039
1102,3.182789821610962
3551,3.4845623870513736
2615,3.9217348154915865
4054,4.199764475380905
3273,2.921219652636274
100,3.787149575297409
48,3.920683127816253
95,3.943664599418722
387,3.436740710636381
497,3.5431283380198764
2190,3.8683178853969045
1733,2.4868364650757786
489,3.6433903608147653
1435,3.819179845967079
1380,4.2682882391448125
221,2.680170042979017
401,3.6692862192568256
131,4.33422912236308
3469,3.458086732290826
662,4.108953045406444
2770,3.6248420339397267
9287,3.30747308900378
1544,3.8968672680522527
3219,3.470590443835312
405,3.670445130309221
3068,3.3237679760412284
3202,3.6824000675277992
7538,3.7231094555842823
7254,4.538547905909033
284,3.2399077604172573
8329,3.1707993287991503
378,3.565969414970457
323,3.9448460939265724
1144,3.4935360771001456
1752,3.654101844199142
860,3.7266480497985572
2188,3.6790192497235603
2304,3.496051015872146
7770,3.0699621476612142
2142,3.8385121145432346
4149,3.8587967729058645
948,3.68506072969415
1936,3.24989176410358
2586,4.200137754385425
1970,3.4868581761768938
1329,3.752524762634603
7409,4.204343091354801
289,3.494592978595525
7638,3.5148429731670157
442,3.503143324510929
1142,3.9058356696902323
176,3.4810222550015673
349,3.348948135549583
232,3.659766409338145
1589,3.1596034970629105
1900,3.4097623392809755
670,3.069107346229634
1498,3.442459310799778
739,3.7391759440799563
488,3.5668728539447523
865,3.311679434066458
1987,3.3870719574076467
2352,2.5844688868497223
168,3.79482119056231
3314,2.900289081767151
2673,2.9464470207688938
1236,2.8604951944912727
4810,3.2450213519755233
130,3.750383785423014
148,3.076986928310336
136,2.6256812139744534
1639,3.4706817059507435
398,3.3226627896015533
2320,3.558193208100177
450,3.296943617747665
2298,3.4523931035728452
3504,3.8403980409023535
741,2.4673722512860508
2357,3.697997023024462
758,3.6057151107582657
9624,3.6593942002246083
66,3.6526526388078797
2302,2.205671342494271
1272,3.553820318041018
2621,3.751865809006799
848,3.420558939973217
3979,2.466581623014348
236,3.6350047974110002
142,3.2786231398518964
4317,2.5173252549057996
2192,2.6225753227269983
114,2.6293521060474188
132,2.6471420809728228
6417,3.416238413832628
576,3.4800287287767047
431,2.9466894205924925
7,3.538464843046561
4682,3.1549002356289972
1217,2.9795973610883606
606,2.6585910143240685
85,4.125492620181452
416,4.036944640820054
1383,3.862972567576295
3997,2.802039442139533
4095,2.969474133790915
1131,3.3020054428021863
9934,4.0244699858124005
690,3.481156298073481
1184,3.214131312739506
3123,3.4260800770166195
1312,3.7979415643050674
436,3.483587154169994
4,4.332296384318851
659,3.731322988259116
63,3.8708743148503926
687,3.819629195659346
598,3.4266366316355463
3278,3.420566504159695
3298,3.6609532721123164
1018,3.527468817655235
2669,3.506691670743806
1246,3.303802344656206
2299,3.5830296713367322
2382,3.553212285971524
6578,2.8140661484113485
7316,3.1296559924950254
8512,2.5154701070900316
8214,3.65609290921011
2426,3.4005749767647733
633,3.4770234982939954
743,3.7642378512161536
1153,3.638455615838461
2034,3.3217882100461114
2923,3.194133331502548
3036,3.06872078606674
4979,3.233701775196802
4031,3.1833826682418738
3883,3.1090151346140753
39,3.6875844470506327
165,3.107438197408038
135,3.632152856032666
110,3.5748789342422267
1299,3.54715951169279
4316,3.58047569454715
3428,3.2942587544808273
4455,3.3387935638553166
360,3.8398406740556403
496,2.8359514389804072
2406,2.979808074278007
2047,3.051670683979721
2965,2.9208239206958995
