book_id,rating
422,4.713780918727915
1010,4.657894736842105
780,4.642857142857143
1618,4.597402597402597
976,4.559633027522936
2877,4.5546875
998,4.552816901408451
464,4.541818181818182
1338,4.538461538461538
958,4.527397260273973
4,4.526827632461435
1545,4.5133689839572195
1265,4.510989010989011
1723,4.507352941176471
1380,4.5046728971962615
3698,4.492753623188406
1577,4.491228070175438
267,4.485055508112724
25,4.484536082474227
1274,4.484
364,4.483443708609271
2844,4.4787878787878785
513,4.47583081570997
4389,4.475247524752476
863,4.473118279569892
3091,4.473118279569892
3078,4.467889908256881
1047,4.467213114754099
144,4.467191601049869
250,4.465211459754434
740,4.457496136012365
2411,4.453125
3548,4.452991452991453
1603,4.451724137931034
757,4.450819672131147
507,4.4487804878048784
2840,4.447368421052632
31,4.4425814615627965
734,4.441527446300716
2459,4.43609022556391
2078,4.433155080213904
950,4.4326923076923075
2095,4.432624113475177
466,4.432098765432099
296,4.4314574314574315
1158,4.430252100840336
691,4.429752066115703
3539,4.424778761061947
85,4.424769703172979
2648,4.418803418803419
278,4.418447694038245
391,4.4161735700197235
1734,4.416149068322981
2409,4.415492957746479
2831,4.413333333333333
66,4.4113607990012484
4035,4.411347517730497
1597,4.406940063091483
3772,4.406091370558376
840,4.403921568627451
2636,4.401869158878505
762,4.401315789473684
2579,4.4
661,4.4
4180,4.396694214876033
490,4.3963636363636365
1956,4.395833333333333
1108,4.389908256880734
2020,4.389830508474576
786,4.388888888888889
2750,4.3881578947368425
339,4.382678751258812
4886,4.38135593220339
358,4.380829015544041
2625,4.379032258064516
1833,4.378612716763006
2174,4.376237623762377
888,4.375722543352601
87,4.37250830564784
2535,4.371794871794871
444,4.3715670436187395
545,4.371389270976616
739,4.36986301369863
10,4.369821800509142
1909,4.3688212927756656
192,4.368794326241135
50,4.368141592920354
3722,4.367924528301887
2541,4.367521367521367
472,4.36745406824147
626,4.364372469635628
2,4.364296081277213
2753,4.357575757575757
627,4.357340720221607
1632,4.356
544,4.355491329479769
3774,4.355140186915888
1815,4.3545454545454545
2127,4.354166666666667
102,4.353737113402062
47,4.353051391862955
1781,4.352941176470588
2892,4.352941176470588
852,4.352348993288591
1287,4.351020408163265
2441,4.350877192982456
1836,4.350515463917525
2590,4.348684210526316
1489,4.347079037800687
870,4.346303501945525
3232,4.345679012345679
1435,4.344360902255639
27,4.344159900062461
2556,4.34375
2060,4.343511450381679
3242,4.3426573426573425
1656,4.339483394833948
1198,4.337037037037037
610,4.337016574585635
769,4.3355263157894735
3509,4.333333333333333
488,4.331967213114754
808,4.3310580204778155
11,4.327037425673312
133,4.327007943512798
1447,4.325949367088608
3348,4.325925925925926
143,4.3253128007699715
608,4.324770642201835
24,4.324682814302191
1,4.321583514099783
681,4.321492007104796
2627,4.320441988950276
3353,4.317829457364341
2993,4.317757009345795
1320,4.316666666666666
135,4.315340909090909
3740,4.314814814814815
1775,4.313207547169811
2586,4.3097345132743365
1229,4.308943089430894
4315,4.308333333333334
1875,4.307142857142857
3303,4.306569343065694
1492,4.30635838150289
1275,4.304878048780488
1464,4.303448275862069
1823,4.303191489361702
59,4.30308955807587
2716,4.303030303030303
2157,4.303030303030303
1499,4.302702702702702
184,4.302423603793467
994,4.30062630480167
2374,4.3
1026,4.299684542586751
504,4.298913043478261
4375,4.298387096774194
4368,4.297709923664122
291,4.2976190476190474
2689,4.296551724137931
2023,4.296052631578948
157,4.294871794871795
679,4.294491525423729
4535,4.293577981651376
3094,4.293233082706767
3308,4.292035398230088
1721,4.291338582677166
983,4.291304347826087
3376,4.291044776119403
1266,4.290969899665551
868,4.2897727272727275
793,4.28952380952381
1772,4.287081339712919
274,4.286282306163022
373,4.2860082304526745
5448,4.285714285714286
225,4.282722513089006
549,4.282655246252677
67,4.2823499620157
3294,4.282258064516129
4476,4.28169014084507
21,4.2811387900355875
493,4.280748663101604
2942,4.280254777070064
89,4.280068728522337
2324,4.28
270,4.276393831553974
721,4.275449101796407
1256,4.27536231884058
2260,4.2745098039215685
265,4.273877017008286
512,4.273764258555133
459,4.273758865248227
2523,4.2727272727272725
5601,4.271844660194175
515,4.27106466361855
828,4.26797385620915
1581,4.267893660531698
1569,4.267175572519084
1112,4.266666666666667
2064,4.264705882352941
5052,4.264150943396227
1717,4.2631578947368425
3988,4.2615384615384615
2451,4.260869565217392
6106,4.260869565217392
2976,4.260162601626016
1466,4.259938837920489
1370,4.25984251968504
2039,4.258426966292135
2181,4.258373205741627
620,4.258252427184466
15,4.258110687022901
2467,4.257668711656442
2571,4.25748502994012
2346,4.2560975609756095
1211,4.255102040816326
728,4.254901960784314
18,4.254293628808864
4848,4.254098360655738
142,4.253391684901532
1253,4.253333333333333
2582,4.251533742331288
39,4.251129177958446
1984,4.25
219,4.249676584734799
673,4.249534450651769
779,4.248780487804878
4555,4.247706422018348
3033,4.247706422018348
1497,4.247349823321555
333,4.246849518161601
4544,4.246268656716418
3051,4.245810055865922
792,4.245689655172414
1065,4.245
4062,4.2444444444444445
3692,4.242307692307692
1877,4.241176470588235
1859,4.240816326530612
1939,4.2407407407407405
4497,4.240384615384615
4709,4.24
540,4.239038189533239
36,4.238783269961977
4691,4.2387096774193544
311,4.237901171676006
2482,4.237704918032787
971,4.2375
2436,4.237288135593221
1548,4.2368421052631575
2598,4.236245954692556
93,4.235752357523575
1514,4.23469387755102
2507,4.234375
2980,4.233009708737864
1106,4.231884057971015
905,4.231843575418995
1210,4.2317073170731705
591,4.23125
43,4.2309170785282815
2168,4.230769230769231
489,4.230290456431535
4122,4.23
4242,4.229508196721311
677,4.227920227920228
394,4.227722772277228
1825,4.227678571428571
4042,4.226415094339623
5152,4.2254901960784315
37,4.224456958970233
4660,4.223529411764706
3143,4.22265625
1331,4.221052631578948
2365,4.220183486238532
6951,4.22
800,4.219718309859155
1552,4.21875
2879,4.21875
964,4.218487394957983
3264,4.217948717948718
1013,4.217821782178218
440,4.216601815823606
366,4.216279069767442
1081,4.214501510574018
1192,4.213930348258707
2380,4.213930348258707
2854,4.213483146067416
2772,4.213114754098361
3122,4.212355212355212
198,4.211398544866613
295,4.210743801652892
709,4.21021021021021
109,4.210191082802548
554,4.209737827715355
1100,4.209737827715355
454,4.209302325581396
3390,4.209150326797386
2326,4.208053691275167
738,4.206997084548105
2907,4.205128205128205
1310,4.204379562043796
329,4.20373831775701
2950,4.201612903225806
999,4.200617283950617
561,4.2
5447,4.2
1328,4.2
2049,4.198952879581152
1907,4.19811320754717
419,4.198019801980198
601,4.196682464454977
1305,4.1965065502183405
6,4.195528743789922
1367,4.195266272189349
241,4.194368755676658
3056,4.1940298507462686
1851,4.190476190476191
1792,4.190082644628099
384,4.19
3234,4.189655172413793
42,4.1894357743097235
1678,4.1891891891891895
1401,4.188811188811189
1515,4.188571428571429
3963,4.187214611872146
81,4.186430678466077
6139,4.185840707964601
215,4.1858108108108105
416,4.185589519650655
437,4.1844748858447485
1487,4.184126984126984
579,4.184065934065934
1707,4.18374558303887
767,4.183261183261183
1561,4.183183183183183
325,4.182947487295313
141,4.182758620689655
4261,4.182481751824818
103,4.182395644283122
1507,4.181818181818182
989,4.181208053691275
2804,4.181159420289855
712,4.18058690744921
76,4.179976162097735
161,4.179347826086956
409,4.179190751445087
2872,4.176470588235294
446,4.176470588235294
1469,4.175965665236052
514,4.175732217573222
937,4.175324675324675
1402,4.175
158,4.174630755864466
1196,4.174358974358975
2446,4.173684210526316
2103,4.172932330827067
5717,4.172131147540983
1558,4.168224299065421
797,4.1678832116788325
662,4.1674528301886795
317,4.166272655634358
3743,4.165217391304348
4010,4.165048543689321
4014,4.162393162393163
6305,4.160377358490566
1478,4.160142348754448
7710,4.15929203539823
844,4.158620689655172
3151,4.1568627450980395
2538,4.156424581005586
292,4.156084656084656
427,4.154128440366972
4296,4.153846153846154
2018,4.153465346534653
2481,4.152777777777778
245,4.151950718685832
3148,4.151785714285714
669,4.151592356687898
2438,4.151260504201681
913,4.150501672240803
3604,4.150442477876106
2290,4.148760330578512
877,4.148148148148148
200,4.147642679900744
878,4.147208121827411
2731,4.146788990825688
1590,4.1466666666666665
3410,4.146341463414634
1383,4.146067415730337
80,4.1445530726256985
3465,4.144278606965174
4898,4.1440677966101696
641,4.1438356164383565
2186,4.143790849673203
3671,4.142857142857143
3763,4.142857142857143
2621,4.142276422764228
150,4.142113323124043
189,4.140977443609023
6729,4.140740740740741
2775,4.1395348837209305
9545,4.139130434782609
765,4.138888888888889
1176,4.138686131386861
642,4.138508371385083
2036,4.138461538461539
737,4.13745704467354
1440,4.137323943661972
749,4.136960600375234
2702,4.136363636363637
1377,4.135135135135135
433,4.1345029239766085
3613,4.134328358208955
1099,4.133333333333334
864,4.13262599469496
966,4.132231404958677
1635,4.131428571428572
523,4.131121642969984
1441,4.130081300813008
2248,4.13
1327,4.129310344827586
6588,4.129310344827586
33,4.129025961350771
882,4.128640776699029
2612,4.127853881278539
1888,4.127795527156549
3346,4.125984251968504
3287,4.125874125874126
2796,4.125628140703518
555,4.125333333333334
985,4.123809523809523
463,4.123595505617978
5187,4.123376623376624
412,4.123203285420945
2343,4.1231884057971016
110,4.122850122850123
1277,4.12280701754386
137,4.122524752475248
876,4.122324159021407
723,4.121468926553672
117,4.120710059171597
2096,4.12
7239,4.12
1961,4.11875
168,4.118694362017804
2199,4.11734693877551
4231,4.117117117117117
112,4.115892139988525
2475,4.115384615384615
193,4.115303983228512
1672,4.114906832298137
2990,4.114285714285714
1865,4.1138211382113825
258,4.113409961685824
230,4.112903225806452
300,4.112798264642082
3206,4.112068965517241
707,4.111597374179431
2632,4.111111111111111
1059,4.110091743119266
1348,4.109589041095891
98,4.1091304347826085
1384,4.108974358974359
785,4.108843537414966
1493,4.107913669064748
594,4.107692307692307
1512,4.10738255033557
1495,4.107142857142857
1020,4.107142857142857
5587,4.1066666666666665
2939,4.106299212598425
183,4.106194690265487
1058,4.106145251396648
3257,4.105691056910569
743,4.104575163398692
1474,4.104166666666667
321,4.103448275862069
181,4.103326256192498
2694,4.102803738317757
236,4.1024279210925645
704,4.1021159153633855
1557,4.102102102102102
798,4.101960784313725
406,4.1015625
1530,4.099337748344371
17,4.098517603458926
1237,4.09728183118741
1670,4.096774193548387
2348,4.0964912280701755
1615,4.096153846153846
171,4.096076458752515
155,4.095774647887324
1218,4.095588235294118
663,4.091286307053942
23,4.090909090909091
90,4.090494791666667
1217,4.090322580645161
129,4.089953271028038
4645,4.089108910891089
672,4.088135593220339
2367,4.087976539589443
1326,4.087866108786611
1238,4.08641975308642
164,4.086053412462908
251,4.085790884718499
304,4.085687818434461
2643,4.0855614973262036
100,4.08512443438914
1664,4.085106382978723
294,4.084905660377358
1486,4.08411214953271
1765,4.081761006289308
518,4.080838323353293
775,4.080701754385965
550,4.080696202531645
346,4.080550098231827
1503,4.080459770114943
195,4.079063454360367
1679,4.078313253012048
3523,4.078260869565217
2257,4.076023391812866
1012,4.075848303393213
901,4.0756693830034925
1011,4.07487922705314
220,4.074303405572755
809,4.073446327683616
1465,4.073275862068965
1329,4.072727272727272
621,4.072426937738246
1949,4.072413793103448
1185,4.071084337349397
2357,4.070921985815603
4250,4.070796460176991
6057,4.0703125
140,4.06974358974359
