book_id,Estimate_Score
258,3.6847070679397347
70,4.363070346983679
264,3.341236986894623
388,4.147058456820487
18,4.145763834678761
27,4.1024982762909055
21,4.009779048631703
2,4.189924077188138
23,3.971272354349285
24,4.177512275073801
964,4.469039443450983
103,4.321785509246471
35,3.710264047290274
287,3.667917561534855
337,4.453046929121668
26,3.283122405150352
58,3.974984399040515
660,2.6244630252568175
111,3.2038773572328183
413,4.026770205354819
2172,3.995782654277477
65,4.181376887895433
297,4.160506088343541
45,3.922162146069717
113,3.792339470416392
325,3.6531142628623074
476,3.9215256776188228
1237,3.6657580418038465
145,2.585697639389248
36,4.180430840376189
102,4.218827491509253
222,3.698639140450625
200,4.189745238287273
640,2.7793979368117308
693,3.550288717911623
575,2.9144019758458892
268,3.8989464543792094
5556,3.54657409805201
3638,3.579095403532707
1796,3.8688220342201727
867,3.6437533535626256
47,3.971047421128668
2738,3.5022698478014753
1296,3.0500703259915
87,4.260664198407375
86,3.571207581002231
123,3.4348175071442384
33,3.8001835916716655
42,4.115609320908905
158,4.155096686293036
495,3.303555418154928
350,4.059510452111099
288,3.842860606776558
11,3.872030661937645
245,4.041086332363492
301,3.4701839118629296
1057,3.220045385692785
596,3.5672710650530575
782,3.702026672423051
426,4.060447142484389
397,3.8142001810277386
658,3.5213087844210156
101,4.1934147812516125
344,3.8747929362650653
372,4.015246219304249
943,3.6845160660311973
122,2.9015915168899067
212,3.609681513118402
317,3.937503043360118
9,3.123399106493369
81,3.806144453984722
60,3.8563939919035155
494,4.108727075001171
14,3.9351079510010507
570,4.062776503571697
795,3.779035061787551
2193,3.2542566834170206
3417,3.9099398396547755
4139,3.6505896946593674
1055,3.598949373149274
181,3.9794171501130764
119,3.6202249308253505
4815,3.565786777864951
1221,3.81607270635628
1301,3.2378147343475385
1986,3.1764605019182324
1037,3.5019341404025655
963,3.313451118101602
1388,3.4884922592094685
7868,3.617003522036256
1407,3.166762801386256
227,3.500031646520001
213,3.57659800913183
587,3.4170734961405196
664,3.766213530944165
407,3.8785258953840436
1311,3.08822860026242
10,4.281406693188413
76,3.8652154486083465
171,3.7139946371070693
94,3.972594558156782
2559,3.396051425796959
522,3.727658050021886
6944,3.7116779125637005
574,4.209918940108958
3560,3.5306483085186597
233,3.5628623704588667
3703,3.845135858757812
2079,3.596663950832032
1853,3.7977272847825674
9606,4.096997529972809
7277,3.7915441066049818
572,4.243738564131052
3566,3.9966312578747294
2584,4.119787762537834
557,3.682740685290698
1102,3.6768907417312384
3551,3.5889376387965055
2615,3.493982150709836
4054,4.389698647431726
3273,3.2509935146348443
100,3.875003001105732
95,4.080919966290143
387,3.427468182660912
497,3.7772810695698924
2190,3.6579042296173125
1733,3.198281955738555
489,4.098863587153281
1435,4.014801937929355
1380,4.471481794798299
221,3.6817870114489786
401,3.335683749244146
131,3.727681159125487
3469,3.909594290869305
662,4.003392305792415
2770,3.815984273943789
9287,3.623452091585077
1544,3.7702479238307025
3219,3.469761663378496
3068,3.8087276301068114
3202,4.008148200774823
7538,4.099869247705887
7254,4.8221370872058245
284,3.697659911043813
8329,3.937977187136761
378,3.7339542472526714
323,3.374474581679274
1144,3.2621677414212535
1752,3.935376485974158
860,3.667346095927176
2188,3.6222702149910937
1031,3.826720398478117
2304,3.535732948547505
7770,3.735892972217676
2142,3.9913203841982847
4149,4.004113828894891
948,3.7412829950988056
1936,3.404004801786358
2586,3.9923096213673834
1970,3.660352109987279
483,3.6334809142580773
1329,3.7222398851320677
7409,4.138743305615983
326,3.683847631794765
289,4.212228908165203
7638,3.98783287619771
3425,3.865259464377783
176,3.648073003298607
349,3.6298462498811683
232,3.8430104006264925
1589,3.554823926493797
1900,3.657081960645877
670,3.7279387293314485
1498,3.842577193234244
739,4.181137552779332
488,4.292965248477238
865,3.673786114499458
1987,4.076587404051064
2352,2.9483585368795464
168,4.024478754277804
2673,3.5528673501138446
1236,3.0222309926283666
4810,3.689888573232584
130,3.6500562311232394
148,3.832879062846297
136,3.7601534609590326
78,3.4069685273474986
1639,3.881801512497853
186,3.6430837387481905
398,3.7341745392891945
2320,4.074038213878016
450,3.9740884926810187
2298,4.032143947461524
3504,4.003713876804516
741,3.7653226729286824
2357,4.3770658396930715
758,3.966407845152145
9624,3.6704623015058817
150,3.6188216472117682
66,4.039881590853418
2302,2.850994864482429
1272,4.02879595268408
2621,3.810639177323888
848,3.9476737654202383
3979,2.9785361878611005
236,4.441952627518788
142,3.7856593386951727
306,3.457609900950416
4317,3.298459140507757
2192,3.2022522877729425
114,3.3498646093905897
132,3.22330825722835
22,3.4263599416450217
6417,3.7565020882853823
576,3.793260623405666
431,3.9840133275736385
7,4.475335462793003
4682,3.937011061686283
1217,3.447687405035218
606,3.5398362144407933
85,4.315527254471486
1383,3.892723211643375
179,4.180775663697458
75,4.163038680119246
3997,3.5840909125431772
4095,3.2548493616150536
1131,3.6475611033024586
9934,3.909151378736473
690,3.6146415215937355
1184,3.7432907474170496
3123,3.5939260711474086
1312,4.132595853878421
436,3.777581907512633
4,4.412676843248273
659,3.5268071028846752
63,3.6660328127785022
687,3.7811255129656223
598,4.419613093358182
3278,3.95083145222219
3298,3.917545872115682
1018,4.170231477686792
2669,3.691047617061529
1246,4.099894085631735
2299,4.196101537539571
2382,3.9096119874317754
6578,3.092889972790144
7316,3.5935597789698215
8512,3.432412207667755
8214,3.8771021000730297
2426,3.6862403438723756
743,4.412748444738834
1153,4.0807206305335795
2034,3.7357142751226826
2923,3.569878265719598
3036,3.295114272709941
4979,3.5048248355635105
4031,3.3423341843936476
3883,3.5843463955470996
39,4.005982269013867
165,3.1252484359317316
135,3.916531492735677
110,3.850578692386676
1299,4.092783175418242
4316,3.5350215669590783
3428,3.4709961726869585
4455,3.891182810959075
360,3.920088863843898
496,3.4906494095931833
2406,3.2727335039385084
2047,3.4341217518389766
2965,3.1645199915190196
1261,3.599143158883845
915,2.9900186673351437
7522,3.7121257386538464
2873,3.3592954686750343
499,3.1810126607300155
2051,3.681897853365159
1868,3.9328483980992606
2015,3.870902356206253
994,4.19958418702747
1656,4.014550306282372
5658,4.046513998961224
7667,3.289752487665004
272,3.9018429481633357
271,3.8999894015959065
2601,3.573652574276377
5100,3.733773954588055
5563,4.22419322135406
1843,3.464326880563036
3237,3.637724151509721
913,4.190911426494074
217,4.22964756578106
3310,4.242713947863113
3141,3.0781110974700097
7462,3.609383325053673
228,3.2242776704830955
653,4.011313616477674
1806,3.6829604543525765
1741,3.866900603351276
520,4.181492003583836
672,4.027061982987825
1410,4.036872072226374
2235,3.87336735886192
7991,3.617378852658013
3229,3.735733724974524
5858,3.6685308217394454
9469,3.7934860258343557
8215,3.734896063622616
7208,3.551247993596712
7619,3.5700589901945285
5041,3.8185512859680735
6684,3.788248367661846
671,3.7538338440997325
5665,3.8300265166488923
6512,3.7590988039785045
5505,4.153241342629552
4240,3.6393455973187185
9116,3.5653168001718525
9494,3.8104929041591693
7748,3.804634248330629
5115,3.7294323464609893
7681,3.478634148827984
5861,3.7002099444428316
8868,3.6874957167613798
6078,3.3890889895652867
43,4.037424129314761
6501,4.1115298499035395
6211,3.3666643589828276
7607,3.752933720379874
7006,3.867975705061575
8156,3.7859367761315177
6087,3.4108055055566044
3752,3.9190502413723607
6212,3.843993394499883
1058,3.4505760322902974
4728,3.891637840235824
57,3.850358166293389
273,3.8442250773044835
1041,3.9339620576656484
701,3.308784351337005
161,4.328680456648105
180,3.445392278190539
155,4.284083359802755
2041,3.6903563281717293
305,3.5622900615317272
556,3.312249435823176
199,3.5254476299467252
59,4.28407764343917
857,4.204423079140588
160,3.6386556235919065
530,4.055657918683701
321,4.072037282994795
138,3.3386917112892394
531,3.7437403277404657
733,4.081242985511207
1714,3.6526740817042005
118,4.283118359999638
2136,3.0828743967504217
230,3.948349687170626
471,3.5274627930317775
5024,3.70830189034126
8692,3.5022409744801175
6808,3.6858647558108264
3933,3.497112499616745
820,4.184166249105703
380,3.7885893252515737
851,2.618373346647163
611,3.620796273002769
270,4.024316301175996
3761,4.334334920367761
7715,4.1062505340092565
80,4.12102506938371
709,3.6733517006360215
730,3.726916590485836
1161,4.186819198677582
178,3.5736422131293666
177,4.055371796342087
121,3.782656811952322
162,3.664626027280171
614,3.474615140685795
6128,3.7954743317165054
427,4.256719748636673
829,4.2660157120273
1949,3.6104831548354523
2403,3.73372532130709
1571,3.621918837182765
2097,3.4695910058424455
1421,3.1364829938198295
3476,3.202011899605945
9083,3.501611794470844
646,3.482179382354972
173,3.7038312456566476
5210,4.1284434830633066
2259,3.751479956378621
2798,4.246353202315059
6634,4.4868751315622655
3808,4.28318228833387
4942,4.206333377177235
71,3.748998653842507
97,3.675579446735805
5238,3.3421277520248274
618,4.231503168877037
5508,4.360835743817056
4707,3.6394464436171408
3457,4.00676571111313
2903,4.336245091587953
5283,4.022307367386126
354,3.238384253464121
468,3.6952183499429085
7416,3.4544273325489083
1373,3.8954681598714807
117,4.122389566643686
872,3.725790412893331
1113,4.068109225459094
621,3.958628022837295
999,3.9650019836679204
3254,3.5947952858436176
6777,3.449114811392665
109,4.3769859248967276
7379,3.614662890532955
9854,3.6242232382387343
4068,3.9838118534812748
599,3.999702989293666
54,4.519100892409058
108,3.182795010218348
955,3.301966560307281
1063,3.323174158756552
1436,3.2149044688947668
498,3.8077889565276775
311,3.784942142745226
8519,3.968086062994263
925,3.646723737002893
4606,3.668397225595344
669,4.112753929771352
6604,3.3554192569038324
4842,3.49316253107261
828,3.9717883208635087
2451,3.9081389454825466
4067,3.8713108898785102
64,3.571515012774028
1159,4.105060804558124
2679,3.1278325142644117
315,3.2911811374077447
7651,3.9164263305048035
92,3.907469727783755
958,4.333379991410855
172,3.698950353301039
590,3.9443249637230666
2013,3.5440512394948045
1096,3.9457419512061094
4009,3.0172006465025127
310,3.183392800959374
383,3.4997672594405294
1269,3.481451072212538
7806,3.888154867885052
1705,4.318133365761443
211,4.011991275918337
127,4.045037786571677
969,3.610162732963085
8084,3.6180887512055486
1683,4.046734453386779
